Open Price,Low Price,High Price,Close Price,Change Amount,Change Percent,Gregorian Date,Persian Date
38900,38620,39180,39180,780,2.03%,2016/03/16,1394/12/26
38360,38310,38400,38400,100,0.26%,2016/03/15,1394/12/25
38260,38210,38300,38300,70,0.18%,2016/03/14,1394/12/24
38240,38230,38250,38230,212,0.56%,2016/03/12,1394/12/22
37887,37246,38565,38018,138,0.36%,2016/03/09,1394/12/19
37760,37700,37820,37730,70,0.19%,2016/03/08,1394/12/18
37840,37770,37910,37800,30,0.08%,2016/03/07,1394/12/17
37920,37830,38010,37830,190,0.5%,2016/03/06,1394/12/16
37990,37950,38020,38020,15,0.04%,2016/03/05,1394/12/15
37963,37507,38502,38005,145,0.38%,2016/03/02,1394/12/12
38180,38000,38360,38020,100,0.26%,2016/03/01,1394/12/11
38200,38120,38280,38120,160,0.42%,2016/02/29,1394/12/10
38320,38240,38400,38280,120,0.31%,2016/02/28,1394/12/09
38500,38400,38600,38400,219,0.57%,2016/02/27,1394/12/08
38735,38151,39195,38619,231,0.6%,2016/02/24,1394/12/05
37780,36830,38730,38680,10,0.03%,2016/02/23,1394/12/04
38690,38630,38740,38670,140,0.36%,2016/02/22,1394/12/03
38870,38800,38940,38810,80,0.21%,2016/02/21,1394/12/02
38790,38680,38890,38890,131,0.34%,2016/02/20,1394/12/01
38797,38533,39438,39021,119,0.3%,2016/02/17,1394/11/28
39080,39000,39150,39050,-,-,2016/02/16,1394/11/27
39130,39050,39210,39050,310,0.79%,2016/02/15,1394/11/26
39310,39250,39360,39360,190,0.48%,2016/02/14,1394/11/25
39640,39440,39830,39550,378,0.96%,2016/02/13,1394/11/24
39747,39218,40231,39928,42,0.11%,2016/02/09,1394/11/20
39860,39750,39970,39800,100,0.25%,2016/02/08,1394/11/19
39850,39780,39920,39900,100,0.25%,2016/02/07,1394/11/18
39780,39750,39800,39800,139,0.35%,2016/02/06,1394/11/17
39760,39304,40535,39661,29,0.07%,2016/02/03,1394/11/14
39763,39086,40434,39690,52,0.13%,2016/02/02,1394/11/13
39765,38923,40134,39742,92,0.23%,2016/02/01,1394/11/12
39760,39610,39900,39610,10,0.03%,2016/01/31,1394/11/11
39690,39600,39780,39600,600,1.54%,2016/01/30,1394/11/10
39000,38000,39000,39000,-,-,2016/01/27,1394/11/07
39000,38000,39000,39000,1000,2.56%,2016/01/26,1394/11/06
39920,39880,39950,39880,30,0.08%,2016/01/25,1394/11/05
39770,39690,39850,39850,10,0.03%,2016/01/24,1394/11/04
39890,39780,40000,39840,840,2.15%,2016/01/23,1394/11/03
38000,37000,39000,39000,1000,2.56%,2016/01/20,1394/10/30
39680,39600,39750,39680,130,0.33%,2016/01/19,1394/10/29
39530,39480,39580,39550,50,0.13%,2016/01/18,1394/10/28
39580,39450,39700,39600,-,-,2016/01/17,1394/10/27
39350,39100,39600,39600,40,0.1%,2016/01/16,1394/10/26
39380,39080,40420,39640,260,0.66%,2016/01/13,1394/10/23
40180,40100,40250,40130,120,0.3%,2016/01/12,1394/10/22
40290,40180,40400,40250,200,0.5%,2016/01/11,1394/10/21
40530,40450,40600,40450,200,0.49%,2016/01/10,1394/10/20
40730,40650,40800,40650,390,0.97%,2016/01/09,1394/10/19
40370,39920,40720,40260,60,0.15%,2016/01/06,1394/10/16
40100,40050,40150,40070,110,0.27%,2016/01/05,1394/10/15
40240,40170,40300,40180,170,0.42%,2016/01/04,1394/10/14
40230,40100,40350,40350,300,0.75%,2016/01/03,1394/10/13
40000,39950,40050,40050,59,0.15%,2016/01/02,1394/10/12
40339,39270,40730,40109,171,0.43%,2015/12/30,1394/10/09
40206,39828,40747,40264,14,0.03%,2015/12/27,1394/10/06
40230,40100,40350,40100,150,0.37%,2015/12/26,1394/10/05
40250,39775,40857,40250,30,0.07%,2015/12/23,1394/10/02
40100,40050,40150,40100,150,0.38%,2015/12/22,1394/10/01
39850,39750,39950,39950,350,0.88%,2015/12/21,1394/09/30
39610,39570,39650,39600,190,0.48%,2015/12/19,1394/09/28
39800,39160,40140,39790,10,0.03%,2015/12/16,1394/09/25
39950,39900,40000,40000,50,0.13%,2015/12/15,1394/09/24
40030,39950,40100,40050,150,0.38%,2015/12/14,1394/09/23
40030,39900,40150,39900,900,2.31%,2015/12/13,1394/09/22
40000,38000,40000,39000,1000,2.56%,2015/12/08,1394/09/17
39540,39430,39650,39650,200,0.51%,2015/12/07,1394/09/16
39530,39450,39600,39450,50,0.13%,2015/12/06,1394/09/15
39380,39250,39500,39500,80,0.2%,2015/12/05,1394/09/14
39310,38710,40140,39420,240,0.61%,2015/12/02,1394/09/11
39300,38770,40040,39180,380,0.98%,2015/11/30,1394/09/09
38560,38470,38650,38600,100,0.26%,2015/11/29,1394/09/08
38830,38700,38950,38700,101,0.26%,2015/11/28,1394/09/07
38689,38386,39102,38599,49,0.13%,2015/11/25,1394/09/04
38550,38500,38600,38500,80,0.21%,2015/11/24,1394/09/03
38360,38270,38440,38420,140,0.37%,2015/11/23,1394/09/02
38300,38250,38340,38280,70,0.18%,2015/11/22,1394/09/01
38380,38300,38450,38350,133,0.35%,2015/11/21,1394/08/30
38437,38087,39202,38483,7,0.02%,2015/11/18,1394/08/27
38350,38300,38400,38400,-,-,2015/11/17,1394/08/26
38320,38230,38400,38400,100,0.26%,2015/11/16,1394/08/25
38480,38400,38550,38500,100,0.26%,2015/11/15,1394/08/24
38700,38600,38800,38600,100,0.26%,2015/11/14,1394/08/23
38500,38500,38500,38500,-,-,2015/11/12,1394/08/21
38610,38500,38720,38500,30,0.08%,2015/11/11,1394/08/20
38460,38360,38550,38530,30,0.08%,2015/11/10,1394/08/19
38660,38560,38750,38560,140,0.36%,2015/11/09,1394/08/18
38530,38350,38700,38700,400,1.04%,2015/11/08,1394/08/17
38230,38150,38300,38300,7,0.02%,2015/11/07,1394/08/16
38397,37770,38684,38307,243,0.63%,2015/11/04,1394/08/13
38660,38650,38670,38650,50,0.13%,2015/11/03,1394/08/12
38780,38700,38850,38700,80,0.21%,2015/11/02,1394/08/11
38840,38780,38900,38780,20,0.05%,2015/11/01,1394/08/10
38750,38700,38800,38800,138,0.36%,2015/10/31,1394/08/09
38730,38414,39291,38662,12,0.03%,2015/10/28,1394/08/06
38940,38880,39000,38900,-,-,2015/10/27,1394/08/05
38880,38830,38920,38900,20,0.05%,2015/10/26,1394/08/04
38830,38700,38950,38880,114,0.29%,2015/10/25,1394/08/03
39157,38401,39932,38994,556,1.43%,2015/10/21,1394/07/29
39530,39450,39600,39560,110,0.28%,2015/10/20,1394/07/28
39350,39250,39450,39450,150,0.38%,2015/10/19,1394/07/27
39380,39250,39500,39300,150,0.38%,2015/10/18,1394/07/26
39450,39400,39500,39450,355,0.9%,2015/10/17,1394/07/25
39590,39118,40131,39805,145,0.36%,2015/10/14,1394/07/22
39830,39750,39900,39900,200,0.5%,2015/10/13,1394/07/21
39740,39700,39780,39700,50,0.13%,2015/10/12,1394/07/20
39800,39750,39850,39750,50,0.13%,2015/10/11,1394/07/19
39680,39650,39700,39700,23,0.06%,2015/10/10,1394/07/18
39664,39180,40097,39677,97,0.25%,2015/10/07,1394/07/15
39390,39330,39450,39370,20,0.05%,2015/10/06,1394/07/14
39350,39300,39400,39350,50,0.13%,2015/10/05,1394/07/13
39230,39150,39300,39300,300,0.77%,2015/10/04,1394/07/12
38530,37980,39070,39000,60,0.15%,2015/10/03,1394/07/11
38618,38247,39798,39060,90,0.23%,2015/09/30,1394/07/08
39280,39150,39400,39180,20,0.05%,2015/09/29,1394/07/07
39100,38900,39300,39200,400,1.03%,2015/09/28,1394/07/06
38750,38700,38800,38800,100,0.26%,2015/09/27,1394/07/05
38850,38700,39000,38700,113,0.29%,2015/09/26,1394/07/04
38795,38220,39504,38587,137,0.36%,2015/09/22,1394/06/31
38530,38470,38580,38520,80,0.21%,2015/09/21,1394/06/30
38550,38500,38600,38600,50,0.13%,2015/09/20,1394/06/29
38780,38650,38900,38650,250,0.65%,2015/09/19,1394/06/28
38800,38300,39600,38900,100,0.26%,2015/09/16,1394/06/25
39200,39000,39400,39000,400,1.03%,2015/09/15,1394/06/24
39580,39400,39750,39400,400,1.02%,2015/09/14,1394/06/23
39850,39600,40100,39800,300,0.76%,2015/09/13,1394/06/22
39460,39420,39500,39500,5,0.01%,2015/09/12,1394/06/21
38984,38551,39968,39495,615,1.58%,2015/09/09,1394/06/18
38520,38350,38680,38650,50,0.13%,2015/09/08,1394/06/17
38630,38600,38650,38600,100,0.26%,2015/09/07,1394/06/16
38550,38500,38600,38500,20,0.05%,2015/09/06,1394/06/15
38560,38520,38600,38520,91,0.24%,2015/09/05,1394/06/14
38686,38271,39018,38611,69,0.18%,2015/09/02,1394/06/11
38900,38850,38950,38850,100,0.26%,2015/09/01,1394/06/10
38680,38600,38750,38750,250,0.65%,2015/08/31,1394/06/09
38530,38400,38650,38500,300,0.79%,2015/08/30,1394/06/08
38150,38100,38200,38200,680,1.78%,2015/08/29,1394/06/07
39010,38240,39690,38880,20,0.05%,2015/08/26,1394/06/04
39650,39500,39800,39700,100,0.25%,2015/08/25,1394/06/03
39580,39250,39900,39800,550,1.4%,2015/08/24,1394/06/02
38880,38500,39250,39250,800,2.08%,2015/08/23,1394/06/01
38370,38290,38450,38450,620,1.64%,2015/08/22,1394/05/31
38250,37170,38490,37830,330,0.88%,2015/08/19,1394/05/28
37400,37380,37420,37420,-,-,2015/08/18,1394/05/27
37350,37250,37450,37420,140,0.38%,2015/08/17,1394/05/26
37280,37280,37280,37280,30,0.08%,2015/08/16,1394/05/25
37230,37200,37250,37250,110,0.3%,2015/08/15,1394/05/24
37350,36750,37750,37360,140,0.37%,2015/08/12,1394/05/21
36829,36081,37741,37041,291,0.79%,2015/08/09,1394/05/18
36700,36650,36750,36650,61,0.17%,2015/08/08,1394/05/17
36673,36351,36918,36589,39,0.11%,2015/08/05,1394/05/14
36480,36450,36500,36450,200,0.55%,2015/08/04,1394/05/13
36600,36550,36650,36650,100,0.27%,2015/08/03,1394/05/12
36580,36550,36600,36550,100,0.27%,2015/08/02,1394/05/11
36650,36600,36700,36650,100,0.27%,2015/08/01,1394/05/10
36550,36120,36790,36550,50,0.14%,2015/07/29,1394/05/07
36550,36500,36600,36600,100,0.27%,2015/07/28,1394/05/06
36550,36500,36600,36500,-,-,2015/07/27,1394/05/05
36400,36300,36500,36500,200,0.55%,2015/07/26,1394/05/04
36350,36300,36400,36300,100,0.28%,2015/07/25,1394/05/03
36080,35660,36430,36200,300,0.84%,2015/07/22,1394/04/31
35730,35500,35950,35850,350,0.99%,2015/07/21,1394/04/30
35430,35350,35500,35500,430,1.21%,2015/07/20,1394/04/29
35930,35270,36530,35930,170,0.47%,2015/07/15,1394/04/24
36200,35900,36500,36000,300,0.84%,2015/07/14,1394/04/23
35450,35200,35700,35700,150,0.42%,2015/07/13,1394/04/22
35930,35850,36000,35850,350,0.98%,2015/07/12,1394/04/21
36250,36200,36300,36200,10,0.03%,2015/07/11,1394/04/20
36250,35470,36630,36190,70,0.19%,2015/07/08,1394/04/17
36160,35770,36780,36120,20,0.06%,2015/07/06,1394/04/15
36380,36300,36450,36300,200,0.55%,2015/07/05,1394/04/14
36650,36500,36800,36500,241,0.66%,2015/07/04,1394/04/13
36668,36330,37479,36741,109,0.3%,2015/07/01,1394/04/10
37130,37050,37200,37050,50,0.13%,2015/06/30,1394/04/09
37030,36950,37100,37100,150,0.41%,2015/06/29,1394/04/08
37030,36950,37100,36950,250,0.68%,2015/06/28,1394/04/07
37280,37200,37350,37200,100,0.27%,2015/06/27,1394/04/06
37200,36400,37500,37100,100,0.27%,2015/06/24,1394/04/03
36850,36800,36900,36900,-,-,2015/06/23,1394/04/02
36900,36900,36900,36900,200,0.54%,2015/06/22,1394/04/01
37130,37050,37210,37100,50,0.13%,2015/06/21,1394/03/31
37100,37050,37150,37050,54,0.15%,2015/06/20,1394/03/30
37218,36395,37992,37104,146,0.39%,2015/06/17,1394/03/27
37110,37050,37170,37050,50,0.13%,2015/06/16,1394/03/26
37070,37040,37100,37100,100,0.27%,2015/06/15,1394/03/25
37090,37000,37180,37000,200,0.54%,2015/06/14,1394/03/24
37250,37200,37290,37200,27,0.07%,2015/06/13,1394/03/23
37282,36467,37994,37227,133,0.36%,2015/06/10,1394/03/20
37540,37420,37650,37460,100,0.27%,2015/06/09,1394/03/19
37460,37290,37620,37360,410,1.11%,2015/06/08,1394/03/18
36970,36860,37080,36950,70,0.19%,2015/06/07,1394/03/17
36950,36880,37020,36880,168,0.46%,2015/06/06,1394/03/16
36905,36058,37237,36712,52,0.14%,2015/06/01,1394/03/11
36690,36600,36770,36600,160,0.44%,2015/05/31,1394/03/10
36800,36760,36830,36760,45,0.12%,2015/05/30,1394/03/09
36692,36079,37467,36715,165,0.45%,2015/05/27,1394/03/06
36530,36460,36600,36460,150,0.41%,2015/05/26,1394/03/05
36680,36610,36750,36610,180,0.49%,2015/05/25,1394/03/04
36770,36740,36800,36790,20,0.05%,2015/05/24,1394/03/03
36810,36770,36840,36770,225,0.61%,2015/05/23,1394/03/02
36914,36245,37216,36995,95,0.26%,2015/05/20,1394/02/30
37090,36920,37250,36960,380,1.03%,2015/05/19,1394/02/29
37530,37340,37720,37340,490,1.31%,2015/05/18,1394/02/28
37820,37770,37860,37830,10,0.03%,2015/05/17,1394/02/27
37762,37535,38044,37840,-,-,2015/05/13,1394/02/23
37410,37350,37470,37400,40,0.11%,2015/05/12,1394/02/22
37280,37200,37360,37360,180,0.48%,2015/05/11,1394/02/21
37270,37180,37360,37180,210,0.56%,2015/05/10,1394/02/20
37450,37390,37510,37390,110,0.29%,2015/05/09,1394/02/19
37565,36952,37981,37500,380,1.01%,2015/05/06,1394/02/16
37340,37230,37450,37380,290,0.78%,2015/05/05,1394/02/15
37240,37090,37380,37090,400,1.08%,2015/05/04,1394/02/14
37560,37490,37620,37490,124,0.33%,2015/05/03,1394/02/13
37531,36936,38154,37366,116,0.31%,2015/04/29,1394/02/09
36980,36480,37470,37470,1070,2.94%,2015/04/28,1394/02/08
36320,36240,36400,36400,180,0.5%,2015/04/27,1394/02/07
36230,36210,36250,36220,30,0.08%,2015/04/26,1394/02/06
36190,36170,36200,36190,48,0.13%,2015/04/25,1394/02/05
36188,35664,36390,36142,112,0.31%,2015/04/22,1394/02/02
36130,36100,36160,36160,80,0.22%,2015/04/21,1394/02/01
36060,36020,36090,36080,30,0.08%,2015/04/20,1394/01/31
36130,36100,36160,36110,50,0.14%,2015/04/19,1394/01/30
36180,36150,36200,36160,60,0.17%,2015/04/18,1394/01/29
36190,35760,36560,36100,-,-,2015/04/15,1394/01/26
36010,35940,36080,36060,240,0.67%,2015/04/14,1394/01/25
35840,35780,35890,35820,80,0.22%,2015/04/13,1394/01/24
36000,35860,36130,35900,250,0.7%,2015/04/12,1394/01/23
36140,35920,36350,36150,40,0.11%,2015/04/11,1394/01/22
36136,35535,36584,36110,20,0.06%,2015/04/08,1394/01/19
36230,36100,36350,36250,200,0.55%,2015/04/07,1394/01/18
36050,35980,36110,36050,80,0.22%,2015/04/06,1394/01/17
35770,35430,36100,35970,110,0.31%,2015/04/05,1394/01/16
36000,35820,36170,36080,112,0.31%,2015/04/04,1394/01/15
36087,35625,36894,36192,303,0.84%,2015/03/30,1394/01/10
36518,36089,36729,36495,4,0.01%,2015/03/29,1394/01/09
36352,36108,36688,36491,59,0.16%,2015/03/28,1394/01/08
36627,35964,37381,36464,29,0.08%,2015/03/25,1394/01/05
36544,36288,37030,36493,15,0.04%,2015/03/24,1394/01/04
36552,36299,37103,36508,58,0.16%,2015/03/18,1393/12/27
36600,36450,36750,36500,50,0.14%,2015/03/17,1393/12/26
36280,35850,36700,36550,620,1.73%,2015/03/16,1393/12/25
35430,34850,36000,35930,1080,3.1%,2015/03/15,1393/12/24
34680,34200,35150,34850,762,2.19%,2015/03/14,1393/12/23
35518,35109,35882,35612,58,0.16%,2015/03/11,1393/12/20
36450,36050,36850,36050,840,2.33%,2015/03/10,1393/12/19
37090,36890,37280,36890,510,1.38%,2015/03/09,1393/12/18
37320,37220,37410,37400,160,0.43%,2015/03/08,1393/12/17
37210,37170,37240,37240,630,1.69%,2015/03/07,1393/12/16
37558,36810,38570,37870,250,0.66%,2015/03/04,1393/12/13
38550,38440,38660,38440,210,0.55%,2015/03/03,1393/12/12
38740,38650,38830,38650,170,0.44%,2015/03/02,1393/12/11
38320,37820,38820,38820,50,0.13%,2015/03/01,1393/12/10
38810,38770,38850,38770,260,0.67%,2015/02/28,1393/12/09
39000,38620,39540,39030,270,0.69%,2015/02/25,1393/12/06
39300,39240,39350,39320,100,0.25%,2015/02/24,1393/12/05
39250,39220,39270,39220,70,0.18%,2015/02/23,1393/12/04
39260,39190,39330,39290,110,0.28%,2015/02/22,1393/12/03
39140,39090,39180,39180,55,0.14%,2015/02/21,1393/12/02
39176,38568,39964,39235,35,0.09%,2015/02/18,1393/11/29
39140,39110,39170,39110,20,0.05%,2015/02/17,1393/11/28
39140,39080,39190,39130,220,0.56%,2015/02/16,1393/11/27
39400,39350,39450,39350,50,0.13%,2015/02/15,1393/11/26
39410,39400,39420,39400,183,0.47%,2015/02/14,1393/11/25
39237,38856,40025,39217,6,0.02%,2015/02/11,1393/11/22
39370,38477,39995,39223,53,0.14%,2015/02/09,1393/11/20
39090,38860,39310,39210,360,0.93%,2015/02/08,1393/11/19
39020,38800,39230,38850,115,0.3%,2015/02/07,1393/11/18
39388,38680,39738,38965,585,1.5%,2015/02/04,1393/11/15
39850,39710,39980,39760,300,0.76%,2015/02/03,1393/11/14
39480,39460,39500,39460,50,0.13%,2015/02/02,1393/11/13
39500,39460,39530,39510,30,0.08%,2015/02/01,1393/11/12
39430,39370,39480,39480,93,0.24%,2015/01/31,1393/11/11
39462,38739,40107,39573,257,0.65%,2015/01/28,1393/11/08
39880,39860,39900,39880,50,0.13%,2015/01/27,1393/11/07
39830,39810,39850,39830,10,0.03%,2015/01/26,1393/11/06
39810,39660,39950,39840,190,0.48%,2015/01/25,1393/11/05
39580,39510,39650,39650,970,2.45%,2015/01/24,1393/11/04
40331,39673,41087,40620,-,-,2015/01/21,1393/11/01
40700,40570,40820,40620,210,0.52%,2015/01/20,1393/10/30
41080,40830,41330,40830,490,1.2%,2015/01/19,1393/10/29
41010,40690,41320,41320,610,1.5%,2015/01/18,1393/10/28
40490,40270,40710,40710,76,0.19%,2015/01/17,1393/10/27
40886,40390,41176,40786,194,0.48%,2015/01/14,1393/10/24
41190,41060,41310,41130,130,0.32%,2015/01/13,1393/10/23
41450,41260,41630,41260,290,0.7%,2015/01/12,1393/10/22
41670,41550,41790,41550,250,0.6%,2015/01/11,1393/10/21
41840,41780,41900,41800,3,0.01%,2015/01/10,1393/10/20
41888,41201,42759,41803,17,0.04%,2015/01/07,1393/10/17
42140,42030,42250,42030,170,0.4%,2015/01/06,1393/10/16
42200,42200,42200,42200,100,0.24%,2015/01/05,1393/10/15
42250,42100,42400,42100,500,1.19%,2015/01/04,1393/10/14
42450,42300,42600,42600,80,0.19%,2015/01/03,1393/10/13
42820,42270,43490,42680,20,0.05%,2014/12/31,1393/10/10
42850,42700,43000,42700,680,1.59%,2014/12/30,1393/10/09
43420,43350,43480,43380,120,0.28%,2014/12/29,1393/10/08
43520,43450,43580,43500,70,0.16%,2014/12/28,1393/10/07
43500,43370,43620,43570,20,0.05%,2014/12/27,1393/10/06
43722,43302,44067,43590,30,0.07%,2014/12/24,1393/10/03
43834,43315,44482,43718,66,0.15%,2014/12/21,1393/09/30
43844,43311,44400,43652,26,0.06%,2014/12/19,1393/09/28
43770,42945,44251,43626,154,0.35%,2014/12/17,1393/09/26
43860,43730,43980,43930,230,0.53%,2014/12/16,1393/09/25
43450,43200,43700,43700,170,0.39%,2014/12/15,1393/09/24
43380,43180,43580,43530,750,1.75%,2014/12/14,1393/09/23
42790,42780,42800,42780,-,-,2014/12/11,1393/09/20
42690,42580,42800,42780,230,0.54%,2014/12/10,1393/09/19
42480,42300,42650,42550,220,0.52%,2014/12/09,1393/09/18
42350,42300,42400,42330,90,0.21%,2014/12/08,1393/09/17
42260,42200,42320,42240,540,1.29%,2014/12/07,1393/09/16
41590,41480,41700,41700,-,-,2014/12/06,1393/09/15
41660,41350,42350,41700,-,-,2014/12/03,1393/09/12
41810,41780,41830,41800,50,0.12%,2014/12/02,1393/09/11
41990,41700,42280,41750,850,2.04%,2014/12/01,1393/09/10
42800,42600,43000,42600,450,1.06%,2014/11/30,1393/09/09
42690,41780,43600,43050,1150,2.74%,2014/11/29,1393/09/08
42300,41450,42800,41900,300,0.72%,2014/11/26,1393/09/05
41120,40880,41350,41350,500,1.22%,2014/11/25,1393/09/04
40730,40610,40850,40850,270,0.67%,2014/11/24,1393/09/03
40540,40470,40600,40580,100,0.25%,2014/11/23,1393/09/02
40460,40380,40530,40480,235,0.58%,2014/11/22,1393/09/01
40731,39961,41244,40715,155,0.38%,2014/11/19,1393/08/28
40880,40860,40900,40860,20,0.05%,2014/11/18,1393/08/27
40850,40800,40890,40880,70,0.17%,2014/11/17,1393/08/26
40840,40800,40880,40810,30,0.07%,2014/11/16,1393/08/25
40890,40840,40940,40840,3,0.01%,2014/11/15,1393/08/24
40874,40467,41360,40843,17,0.04%,2014/11/12,1393/08/21
40820,40780,40860,40840,130,0.32%,2014/11/11,1393/08/20
40750,40710,40790,40710,90,0.22%,2014/11/10,1393/08/19
40870,40800,40930,40800,120,0.29%,2014/11/09,1393/08/18
40960,40920,41000,40920,170,0.42%,2014/11/08,1393/08/17
41100,41090,41100,41090,-,-,2014/11/06,1393/08/15
41100,41080,41120,41090,30,0.07%,2014/11/05,1393/08/14
41140,41120,41150,41120,-,-,2014/11/02,1393/08/11
41100,41070,41120,41120,6,0.01%,2014/11/01,1393/08/10
41146,40854,41355,41126,114,0.28%,2014/10/29,1393/08/07
41380,41280,41480,41340,90,0.22%,2014/10/28,1393/08/06
41300,41240,41350,41250,20,0.05%,2014/10/27,1393/08/05
41170,41100,41230,41230,170,0.41%,2014/10/26,1393/08/04
41070,41060,41080,41060,24,0.06%,2014/10/25,1393/08/03
41141,40459,41647,41084,46,0.11%,2014/10/22,1393/07/30
41300,41220,41370,41220,160,0.39%,2014/10/21,1393/07/29
41370,41290,41450,41380,120,0.29%,2014/10/20,1393/07/28
41330,41260,41400,41260,110,0.27%,2014/10/19,1393/07/27
41400,41370,41430,41370,100,0.24%,2014/10/18,1393/07/26
41460,41440,41470,41470,-,-,2014/10/16,1393/07/24
41510,41440,41580,41470,90,0.22%,2014/10/15,1393/07/23
41360,41330,41380,41380,6,0.01%,2014/10/14,1393/07/22
41351,40962,42077,41374,84,0.2%,2014/10/11,1393/07/19
41570,41550,41580,41580,20,0.05%,2014/10/09,1393/07/17
41480,41280,41680,41600,320,0.78%,2014/10/08,1393/07/16
41270,41260,41280,41280,-,-,2014/10/07,1393/07/15
41160,41020,41290,41280,110,0.27%,2014/10/06,1393/07/14
41160,41140,41170,41170,140,0.34%,2014/10/04,1393/07/12
41330,41310,41340,41310,-,-,2014/10/02,1393/07/10
41320,41310,41330,41310,10,0.02%,2014/10/01,1393/07/09
41330,41280,41380,41320,10,0.02%,2014/09/30,1393/07/08
41380,41260,41500,41310,190,0.46%,2014/09/29,1393/07/07
41560,41500,41620,41500,80,0.19%,2014/09/28,1393/07/06
41460,41330,41580,41580,250,0.6%,2014/09/27,1393/07/05
41340,41330,41350,41330,-,-,2014/09/25,1393/07/03
41370,41330,41400,41330,80,0.19%,2014/09/24,1393/07/02
41370,41330,41410,41410,40,0.1%,2014/09/23,1393/07/01
41250,41130,41370,41370,210,0.51%,2014/09/22,1393/06/31
41210,41160,41250,41160,80,0.19%,2014/09/21,1393/06/30
41260,41240,41280,41240,188,0.46%,2014/09/20,1393/06/29
41494,40964,41842,41428,252,0.61%,2014/09/17,1393/06/26
41650,40910,42180,41630,30,0.07%,2014/09/15,1393/06/24
41540,41430,41650,41540,110,0.27%,2014/09/14,1393/06/23
41460,41420,41490,41430,60,0.14%,2014/09/13,1393/06/22
41480,41470,41490,41490,10,0.02%,2014/09/11,1393/06/20
41470,41450,41490,41480,60,0.14%,2014/09/10,1393/06/19
41420,41350,41480,41420,20,0.05%,2014/09/09,1393/06/18
41450,41380,41520,41400,100,0.24%,2014/09/08,1393/06/17
41500,41470,41530,41500,40,0.1%,2014/09/07,1393/06/16
41510,41430,41590,41460,470,1.13%,2014/09/06,1393/06/15
41940,41930,41950,41930,-,-,2014/09/04,1393/06/13
41960,41930,41980,41930,40,0.1%,2014/09/03,1393/06/12
41880,41750,42000,41970,240,0.58%,2014/09/02,1393/06/11
41660,41580,41730,41730,150,0.36%,2014/09/01,1393/06/10
41620,41550,41680,41580,90,0.22%,2014/08/31,1393/06/09
41730,41650,41800,41670,60,0.14%,2014/08/30,1393/06/08
41680,41140,42330,41610,10,0.02%,2014/08/27,1393/06/05
41520,41460,41580,41580,40,0.1%,2014/08/26,1393/06/04
41520,41430,41600,41540,140,0.34%,2014/08/25,1393/06/03
41400,41350,41450,41400,50,0.12%,2014/08/24,1393/06/02
41420,41340,41500,41450,10,0.02%,2014/08/23,1393/06/01
41430,41400,41460,41460,-,-,2014/08/21,1393/05/30
41450,41400,41500,41460,90,0.22%,2014/08/20,1393/05/29
41590,41550,41620,41550,40,0.1%,2014/08/19,1393/05/28
41600,41580,41610,41590,30,0.07%,2014/08/18,1393/05/27
41630,41600,41650,41620,50,0.12%,2014/08/17,1393/05/26
41720,41670,41770,41670,140,0.34%,2014/08/16,1393/05/25
41800,41790,41810,41810,-,-,2014/08/14,1393/05/23
41850,41810,41880,41810,90,0.22%,2014/08/13,1393/05/22
41920,41850,41980,41900,70,0.17%,2014/08/12,1393/05/21
42000,41970,42030,41970,90,0.21%,2014/08/11,1393/05/20
42070,42040,42100,42060,50,0.12%,2014/08/10,1393/05/19
42160,42110,42200,42110,88,0.21%,2014/08/09,1393/05/18
42196,41474,42700,42198,72,0.17%,2014/08/06,1393/05/15
42340,42300,42370,42300,100,0.24%,2014/08/05,1393/05/14
42450,42400,42500,42400,90,0.21%,2014/08/04,1393/05/13
42500,42480,42520,42490,40,0.09%,2014/08/03,1393/05/12
42240,42020,42450,42450,10,0.02%,2014/08/02,1393/05/11
42250,41460,43050,42460,40,0.09%,2014/07/30,1393/05/08
42500,42500,42500,42500,480,1.14%,2014/07/28,1393/05/06
42260,42020,42500,42020,50,0.12%,2014/07/27,1393/05/05
42070,42060,42070,42070,230,0.55%,2014/07/26,1393/05/04
42300,41770,42550,42300,200,0.47%,2014/07/23,1393/05/01
42530,42450,42600,42450,140,0.33%,2014/07/22,1393/04/31
42590,42590,42590,42590,210,0.5%,2014/07/21,1393/04/30
42330,42300,42410,42380,310,0.73%,2014/07/20,1393/04/29
42660,42660,42690,42690,60,0.14%,2014/07/17,1393/04/26
42750,42750,42750,42750,100,0.23%,2014/07/16,1393/04/25
42650,42600,42650,42650,50,0.12%,2014/07/15,1393/04/24
42750,42700,42750,42700,150,0.35%,2014/07/14,1393/04/23
42800,42800,42900,42850,100,0.23%,2014/07/13,1393/04/22
42500,42500,42750,42750,210,0.49%,2014/07/12,1393/04/21
42500,42090,43160,42540,40,0.09%,2014/07/09,1393/04/18
42750,42450,42750,42450,400,0.94%,2014/07/08,1393/04/17
42600,42600,42850,42850,450,1.06%,2014/07/07,1393/04/16
42300,42300,42400,42400,200,0.47%,2014/07/06,1393/04/15
42500,42200,42500,42200,213,0.5%,2014/07/05,1393/04/14
42797,41624,43404,42413,637,1.5%,2014/07/02,1393/04/11
42750,42750,43000,43000,300,0.7%,2014/07/01,1393/04/10
42600,42600,42800,42700,50,0.12%,2014/06/30,1393/04/09
